1308,33:38.8,33:38.8,0,1,308,Video billing
1309,33:38.8,33:38.8,0,1,309,Welcome gift
1310,33:38.8,33:38.8,0,1,310,Hypoallergenic rooms
1311,33:38.8,33:38.8,0,1,311,Room air filtration
1312,33:38.8,33:38.8,0,1,312,Smoke-free property
1313,33:38.8,33:38.8,0,1,313,Water purification system in use
1314,33:38.8,33:38.8,0,1,314,Poolside service
1315,33:38.8,33:38.8,0,1,315,Clothing store
1316,33:38.8,33:38.8,0,1,316,Electric car charging stations
1317,33:38.8,33:38.8,0,1,317,Office rental
1318,33:38.8,33:38.8,0,1,319,Incoming fax
1319,33:38.8,33:38.8,0,1,320,Outgoing fax
1320,33:38.8,33:38.8,0,1,321,Semi-private space
1321,33:38.8,33:38.8,0,1,322,Loading dock
1322,33:38.8,33:38.8,0,1,323,Baby kit
1323,33:38.8,33:38.8,0,1,324,Children's breakfast
1324,33:38.8,33:38.8,0,1,325,Cloakroom service
1325,33:38.8,33:38.8,0,1,326,Coffee lounge
1326,33:38.8,33:38.8,0,1,327,Events ticket service
1327,33:38.8,33:38.8,0,1,328,Late check-in
1328,33:38.8,33:38.8,0,1,329,Limited parking
1329,33:38.8,33:38.8,0,1,330,Outdoor summer bar/caf̩
1330,33:38.8,33:38.8,0,1,331,No parking available
1331,33:38.8,33:38.8,0,1,332,Beer garden
1332,33:38.8,33:38.8,0,1,333,Garden lounge bar
1333,33:38.8,33:38.8,0,1,334,Summer terrace
1334,33:38.8,33:38.8,0,1,335,Winter terrace
1335,33:38.8,33:38.8,0,1,336,Roof terrace
1336,33:38.8,33:38.8,0,1,337,Beach bar
1337,33:38.8,33:38.8,0,1,338,Helicopter service
1338,33:38.8,33:38.8,0,1,339,Ferry
1339,33:38.8,33:38.8,0,1,340,Tapas bar
1340,33:38.8,33:38.8,0,1,341,Caf̩ bar
1341,33:38.8,33:38.8,0,1,342,Snack bar
1342,33:38.8,33:38.8,0,1,343,Guestroom wired internet
1343,33:38.8,33:38.8,0,1,344,Guestroom wireless internet
1344,33:38.8,33:38.8,0,1,345,Fitness center
1345,33:38.8,33:38.8,0,1,346,Alcoholic beverages
1346,33:38.8,33:38.8,0,1,347,Non-alcoholic beverages
1347,33:38.8,33:38.8,0,1,348,Health and beauty services
1348,33:38.8,33:38.8,0,2,1,Adjoining rooms
1349,33:38.8,33:38.8,0,2,2,Air conditioning
1350,33:38.8,33:38.8,0,2,3,Alarm clock
1351,33:38.8,33:38.8,0,2,4,All news channel
1352,33:38.8,33:38.8,0,2,5,AM/FM radio
1353,33:38.9,33:38.9,0,2,6,Baby listening device
1354,33:38.9,33:38.9,0,2,7,Balcony/Lanai/Terrace
1355,33:38.9,33:38.9,0,2,8,Barbeque grills
1356,33:38.9,33:38.9,0,2,9,Bath tub with spray jets
1357,33:38.9,33:38.9,0,2,10,Bathrobe
1358,33:38.9,33:38.9,0,2,11,Bathroom amenities
1359,33:38.9,33:38.9,0,2,12,Bathroom telephone
1360,33:38.9,33:38.9,0,2,13,Bathtub
1361,33:38.9,33:38.9,0,2,14,Bathtub only
1362,33:38.9,33:38.9,0,2,15,Bathtub/shower combination
1363,33:38.9,33:38.9,0,2,16,Bidet
1364,33:38.9,33:38.9,0,2,17,Bottled water
1365,33:38.9,33:38.9,0,2,18,Cable television
1366,33:38.9,33:38.9,0,2,19,Coffee/Tea maker
1367,33:38.9,33:38.9,0,2,20,Color television
1368,33:38.9,33:38.9,0,2,21,Computer
1369,33:38.9,33:38.9,0,2,22,Connecting rooms
1370,33:38.9,33:38.9,0,2,23,Converters/ Voltage adaptors
1371,33:38.9,33:38.9,0,2,24,Copier
1372,33:38.9,33:38.9,0,2,25,Cordless phone
1373,33:38.9,33:38.9,0,2,26,Cribs
1374,33:38.9,33:38.9,0,2,27,Data port
1375,33:38.9,33:38.9,0,2,28,Desk
1376,33:38.9,33:38.9,0,2,29,Desk with lamp
1377,33:38.9,33:38.9,0,2,30,Dining guide
1378,33:38.9,33:38.9,0,2,31,Direct dial phone number
1379,33:38.9,33:38.9,0,2,32,Dishwasher
1380,33:38.9,33:38.9,0,2,33,Double beds
1381,33:38.9,33:38.9,0,2,34,Dual voltage outlet
1382,33:38.9,33:38.9,0,2,35,Electrical current voltage
1383,33:38.9,33:38.9,0,2,36,Ergonomic chair
1384,33:38.9,33:38.9,0,2,37,Extended phone cord
1385,33:38.9,33:38.9,0,2,38,Fax machine
1386,33:38.9,33:38.9,0,2,39,Fire alarm
1387,33:38.9,33:38.9,0,2,40,Fire alarm with light
1388,33:38.9,33:38.9,0,2,41,Fireplace
1389,33:38.9,33:38.9,0,2,42,Free toll free calls
1390,33:38.9,33:38.9,0,2,43,Free calls
1391,33:38.9,33:38.9,0,2,44,Free credit card access calls
1392,33:38.9,33:38.9,0,2,45,Free local calls
1393,33:38.9,33:38.9,0,2,46,Free movies/video
1394,33:38.9,33:38.9,0,2,47,Full kitchen
1395,33:38.9,33:38.9,0,2,48,Grab bars in bathroom
1396,33:38.9,33:38.9,0,2,49,Grecian tub
1397,33:38.9,33:38.9,0,2,50,Hairdryer
1398,33:38.9,33:38.9,0,2,51,High speed internet connection
1399,33:38.9,33:38.9,0,2,52,Interactive web TV
1400,33:38.9,33:38.9,0,2,53,International direct dialing
1401,33:38.9,33:38.9,0,2,54,Internet access
1402,33:38.9,33:38.9,0,2,55,Iron
1403,33:38.9,33:38.9,0,2,56,Ironing board
1404,33:38.9,33:38.9,0,2,57,Jacuzzi
1405,33:38.9,33:38.9,0,2,58,King bed
1406,33:38.9,33:38.9,0,2,59,Kitchen
1407,33:38.9,33:38.9,0,2,60,Kitchen supplies
1408,33:38.9,33:38.9,0,2,61,Kitchenette
1409,33:38.9,33:38.9,0,2,62,Knock light
1410,33:38.9,33:38.9,0,2,63,Laptop
1411,33:39.0,33:39.0,0,2,64,Large desk
1412,33:39.0,33:39.0,0,2,65,Large work area
1413,33:39.0,33:39.0,0,2,66,Laundry basket/clothes hamper
1414,33:39.0,33:39.0,0,2,67,Loft
1415,33:39.0,33:39.0,0,2,68,Microwave
1416,33:39.0,33:39.0,0,2,69,Minibar
1417,33:39.0,33:39.0,0,2,70,Modem
1418,33:39.0,33:39.0,0,2,71,Modem jack
1419,33:39.0,33:39.0,0,2,72,Multi-line phone
1420,33:39.0,33:39.0,0,2,73,Newspaper
1421,33:39.0,33:39.0,0,2,74,Non-smoking
1422,33:39.0,33:39.0,0,2,75,Notepads
1423,33:39.0,33:39.0,0,2,76,Office supplies
1424,33:39.0,33:39.0,0,2,77,Oven
1425,33:39.0,33:39.0,0,2,78,Pay per view movies on TV
1426,33:39.0,33:39.0,0,2,79,Pens
1427,33:39.0,33:39.0,0,2,80,Phone in bathroom
1428,33:39.0,33:39.0,0,2,81,Plates and bowls
1429,33:39.0,33:39.0,0,2,82,Pots and pans
1430,33:39.0,33:39.0,0,2,83,Prayer mats
1431,33:39.0,33:39.0,0,2,84,Printer
1432,33:39.0,33:39.0,0,2,85,Private bathroom
1433,33:39.0,33:39.0,0,2,86,Queen bed
1434,33:39.0,33:39.0,0,2,87,Recliner
1435,33:39.0,33:39.0,0,2,88,Refrigerator
1436,33:39.0,33:39.0,0,2,89,Refrigerator with ice maker
1437,33:39.0,33:39.0,0,2,90,Remote control television
1438,33:39.0,33:39.0,0,2,91,Rollaway bed
1439,33:39.0,33:39.0,0,2,92,Safe
1440,33:39.0,33:39.0,0,2,93,Scanner
1441,33:39.0,33:39.0,0,2,94,Separate closet
1442,33:39.0,33:39.0,0,2,95,Separate modem line available
1443,33:39.0,33:39.0,0,2,96,Shoe polisher
1444,33:39.0,33:39.0,0,2,97,Shower only
1445,33:39.0,33:39.0,0,2,98,Silverware/utensils
1446,33:39.0,33:39.0,0,2,99,Sitting area
1447,33:39.0,33:39.0,0,2,100,Smoke detectors
1448,33:39.0,33:39.0,0,2,101,Smoking
1449,33:39.0,33:39.0,0,2,102,Sofa bed
1450,33:39.0,33:39.0,0,2,103,Speaker phone
1451,33:39.0,33:39.0,0,2,104,Stereo
1452,33:39.0,33:39.0,0,2,105,Stove
1453,33:39.0,33:39.0,0,2,106,Tape recorder
1454,33:39.0,33:39.0,0,2,107,Telephone
1455,33:39.0,33:39.0,0,2,108,Telephone for hearing impaired
1456,33:39.0,33:39.0,0,2,109,Telephones with message light
1457,33:39.0,33:39.0,0,2,110,Toaster oven
1458,33:39.0,33:39.0,0,2,111,Trouser/Pant press
1459,33:39.0,33:39.0,0,2,112,Turn down service
1460,33:39.0,33:39.0,0,2,113,Twin bed
1461,33:39.0,33:39.0,0,2,114,Vaulted ceilings
1462,33:39.0,33:39.0,0,2,115,VCR movies
1463,33:39.0,33:39.0,0,2,116,VCR player
1464,33:39.0,33:39.0,0,2,117,Video games
1465,33:39.1,33:39.1,0,2,118,Voice mail
1466,33:39.1,33:39.1,0,2,119,Wake-up calls
1467,33:39.1,33:39.1,0,2,120,Water closet
1468,33:39.1,33:39.1,0,2,121,Water purification system
1469,33:39.1,33:39.1,0,2,122,Wet bar
1470,33:39.1,33:39.1,0,2,123,Wireless internet connection
1471,33:39.1,33:39.1,0,2,124,Wireless keyboard
1472,33:39.1,33:39.1,0,2,125,Adaptor available for telephone PC use
1473,33:39.1,33:39.1,0,2,126,Air conditioning individually controlled in room
1474,33:39.1,33:39.1,0,2,127,Bathtub & jacuzzi separate
1475,33:39.1,33:39.1,0,2,128,Telephone with data ports
1476,33:39.1,33:39.1,0,2,129,CD player
1477,33:39.1,33:39.1,0,2,130,Complimentary local calls time limit
1478,33:39.1,33:39.1,0,2,131,Extra person charge for rollaway use
1479,33:39.1,33:39.1,0,2,132,Down/feather pillows
1480,33:39.1,33:39.1,0,2,133,Desk with electrical outlet
1481,33:39.1,33:39.1,0,2,134,ESPN available
1482,33:39.1,33:39.1,0,2,135,Foam pillows
1483,33:39.1,33:39.1,0,2,136,HBO available
1484,33:39.1,33:39.1,0,2,137,High ceilings
1485,33:39.1,33:39.1,0,2,138,Marble bathroom
1486,33:39.1,33:39.1,0,2,139,List of movie channels available
1487,33:39.1,33:39.1,0,2,140,Pets allowed
1488,33:39.1,33:39.1,0,2,141,Oversized bathtub
